agency_name,stop_name,number_of_routes_served,route_id(s)_served,route_type,number_of_arrivals,number_of_hours_in_service,x,y,route_type_defined,geometry,county_name,total_arrivals,hqta_type,SB79_tier,route_type_defined	
Santa Clara Valley Transportation Authority,Garcia & Amphitheater,1,ACE Orange,3,4,4,-122.090148001,37.4241060000001,Bus,POINT (-122.090148001 37.4241060000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Garcia & Salado,1,ACE Orange,3,4,4,-122.093128,37.4253430000001,Bus,POINT (-122.093128 37.4253430000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Garcia & Marine,1,ACE Orange,3,4,4,-122.097678,37.4278350000001,Bus,POINT (-122.097678 37.4278350000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Marine & Casey,1,ACE Orange,3,4,4,-122.098756,37.4314150000001,Bus,POINT (-122.098756 37.4314150000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,San Antonio & Bayshore,1,ACE Orange,3,4,3,-122.100501,37.4313910000001,Bus,POINT (-122.100501 37.4313910000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,San Antonio & Casey,1,ACE Orange,3,4,3,-122.100256999,37.4321360000001,Bus,POINT (-122.100256999 37.4321360000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,McCarthy & Barber,1,ACE Violet,3,4,4,-121.913939,37.3998360000001,Bus,POINT (-121.913939 37.3998360000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Cottonwood & McCarthy,1,ACE Violet,3,4,4,-121.915234,37.4039900000001,Bus,POINT (-121.915234 37.4039900000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Sycamore & Buckeye,1,ACE Violet,3,4,4,-121.916341,37.4088590000001,Bus,POINT (-121.916341 37.4088590000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Sycamore & McCarthy,1,ACE Violet,3,4,4,-121.919026,37.4077769990001,Bus,POINT (-121.919026 37.4077769990001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,McCarthy & Tasman,1,ACE Violet,3,4,4,-121.921017,37.4103079990001,Bus,POINT (-121.921017 37.4103079990001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Alder & McCarthy,1,ACE Purple,3,4,4,-121.920368,37.4154500000001,Bus,POINT (-121.920368 37.4154500000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Buckeye & Sycamore,1,ACE Violet,3,4,4,-121.915557,37.4086810000001,Bus,POINT (-121.915557 37.4086810000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Buckeye & Buckeye Ct,1,ACE Violet,3,4,4,-121.914359,37.4067880000001,Bus,POINT (-121.914359 37.4067880000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Cottonwood & Buckeye,1,ACE Violet,3,4,4,-121.914409,37.404453,Bus,POINT (-121.914409 37.404453),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Old Ironsides & Patrick Henry,1,ACE Green,3,4,4,-121.979422,37.3964050000001,Bus,POINT (-121.979422 37.3964050000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Old Ironsides & Old Glory,1,ACE Green,3,4,4,-121.979431,37.399229001,Bus,POINT (-121.979431 37.399229001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Old Ironsides & Tasman,1,ACE Green,3,4,4,-121.980195,37.402612,Bus,POINT (-121.980195 37.402612),Santa Clara,308,,,
Santa Clara Valley Transportation Authority,Charleston & Fabian,1,ACE Orange,3,4,3,-122.103182,37.4220320000001,Bus,POINT (-122.103182 37.4220320000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Fabian & Charleston,1,ACE Orange,3,4,3,-122.104092001,37.423412,Bus,POINT (-122.104092001 37.423412),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Fabian & Maxar,1,ACE Orange,3,4,3,-122.104119999,37.4257660000001,Bus,POINT (-122.104119999 37.4257660000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Meadow & Meadow Cir,1,ACE Orange,3,4,3,-122.106903,37.4292360000001,Bus,POINT (-122.106903 37.4292360000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Fabian & Meadow,1,ACE Orange,3,4,4,-122.104312,37.425891,Bus,POINT (-122.104312 37.425891),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Mathilda & Java,1,ACE Red,3,4,4,-122.024927,37.414828001,Bus,POINT (-122.024927 37.414828001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,1st & C,1,ACE Red,3,4,4,-122.026916,37.4177680000001,Bus,POINT (-122.026916 37.4177680000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Tasman & Lick Mill,1,ACE Purple,3,4,4,-121.961828,37.408058,Bus,POINT (-121.961828 37.408058),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Tasman & Vista Montana,1,ACE Purple,3,4,4,-121.956895001,37.4111849990001,Bus,POINT (-121.956895001 37.4111849990001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Tasman & Champion,1,ACE Purple,3,4,4,-121.952396999,37.409048,Bus,POINT (-121.952396999 37.409048),Santa Clara,22,,,
Santa Clara Valley Transportation Authority,Tasman & Rio Robles,1,ACE Purple,3,4,4,-121.948609,37.407681,Bus,POINT (-121.948609 37.407681),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Tasman & Renaissance,1,ACE Purple,3,4,4,-121.957977,37.411396,Bus,POINT (-121.957977 37.411396),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Kifer & Texas Instruments,1,ACE Gray,3,4,4,-122.002411,37.373991,Bus,POINT (-122.002411 37.373991),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Stewart & Santa Trinita,1,ACE Gray,3,4,4,-122.000297,37.3841660000001,Bus,POINT (-122.000297 37.3841660000001),Santa Clara,20,,,
Santa Clara Valley Transportation Authority,Santa Trinita & Arques,1,ACE Gray,3,4,4,-122.000725,37.380993,Bus,POINT (-122.000725 37.380993),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,McCarthy & Murphy Ranch,1,ACE Violet,3,4,4,-121.921735,37.4132260000001,Bus,POINT (-121.921735 37.4132260000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,1st & Mathilda,1,ACE Red,3,4,4,-122.026672001,37.4178440000001,Bus,POINT (-122.026672001 37.4178440000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Kifer & Semiconductor,1,ACE Gray,3,4,4,-121.999603001,37.373992,Bus,POINT (-121.999603001 37.373992),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Zanker & Highway 237,1,ACE Violet,3,4,4,-121.939021,37.4185230000001,Bus,POINT (-121.939021 37.4185230000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Headquarters & Rose Orchard,1,ACE Violet,3,4,4,-121.951356,37.417377,Bus,POINT (-121.951356 37.417377),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Vista Montana & 1st,1,ACE Violet,3,4,4,-121.954042,37.4146440000001,Bus,POINT (-121.954042 37.4146440000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Kifer & San Ysidro,1,ACE Gray,3,4,3,-121.997851,37.3738090000001,Bus,POINT (-121.997851 37.3738090000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,River Oaks & Cisco,1,ACE Brown,3,4,4,-121.929555,37.4038300010001,Bus,POINT (-121.929555 37.4038300010001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Old Mountain View-Alviso & Great America,1,ACE Green,3,4,4,-121.978152,37.410542999,Bus,POINT (-121.978152 37.410542999),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,1st & Rio Robles,1,ACE Brown,3,4,4,-121.942474,37.405735,Bus,POINT (-121.942474 37.405735),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Murphy Ranch & McCarthy,1,ACE Violet,3,4,4,-121.922176,37.4136560000001,Bus,POINT (-121.922176 37.4136560000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Technology & McCarthy,1,ACE Violet,3,4,4,-121.923446,37.4204990000001,Bus,POINT (-121.923446 37.4204990000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Murphy Ranch & Technology,1,ACE Violet,3,4,4,-121.927283,37.418394,Bus,POINT (-121.927283 37.418394),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Murphy Ranch & Sandisk,1,ACE Violet,3,4,4,-121.924962,37.416191,Bus,POINT (-121.924962 37.416191),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Technology & Murphy Ranch,1,ACE Violet,3,4,4,-121.926783001,37.419267,Bus,POINT (-121.926783001 37.419267),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Wolfe & Central,1,ACE Gray,3,4,4,-122.013553,37.377128,Bus,POINT (-122.013553 37.377128),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Milpitas BART (Bay 4),1,Express 104,3,4,2,-121.891638,37.4105510000001,Bus,POINT (-121.891638 37.4105510000001),Santa Clara,8,,,
Santa Clara Valley Transportation Authority,Tasman & 1st,1,ACE Brown,3,4,4,-121.945198,37.4088820010001,Bus,POINT (-121.945198 37.4088820010001),Santa Clara,100,,,
Santa Clara Valley Transportation Authority,7th & Santa Clara,1,64B,3,6,3,-121.88395,37.3387510000001,Bus,POINT (-121.88395 37.3387510000001),Santa Clara,206,,,
Santa Clara Valley Transportation Authority,Wolfe & Kifer,1,ACE Gray,3,6,4,-122.013599,37.3756260000001,Bus,POINT (-122.013599 37.3756260000001),Santa Clara,12,,,
Santa Clara Valley Transportation Authority,1st & River Oaks,2,"203, ACE Brown",3,6,6,-121.93959,37.4024279990001,Bus,POINT (-121.93959 37.4024279990001),Santa Clara,12,,,
Santa Clara Valley Transportation Authority,Kifer & Hendy,1,ACE Gray,3,6,5,-122.019247,37.3763779990001,Bus,POINT (-122.019247 37.3763779990001),Santa Clara,12,,,
Santa Clara Valley Transportation Authority,Main & Crest,1,87,3,7,7,-121.660293001,37.1270490000001,Bus,POINT (-121.660293001 37.1270490000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Main & Monterey (Wells Fargo),1,87,3,7,7,-121.653902999,37.1307100000001,Bus,POINT (-121.653902999 37.1307100000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Main & Calle Mazatan,1,87,3,7,7,-121.649949,37.133784,Bus,POINT (-121.649949 37.133784),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Main & Grand Prix,1,87,3,7,7,-121.647374,37.13582,Bus,POINT (-121.647374 37.13582),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Main & Carriage Lamp,1,87,3,7,7,-121.644603,37.1380100000001,Bus,POINT (-121.644603 37.1380100000001),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Main & Serene,1,87,3,7,7,-121.642888,37.1393600000001,Bus,POINT (-121.642888 37.1393600000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Live Oak High School,1,87,3,7,7,-121.633667,37.146688,Bus,POINT (-121.633667 37.146688),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Mission View & Mission Avenida,1,87,3,7,7,-121.646518,37.1559540000001,Bus,POINT (-121.646518 37.1559540000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Cochrane & Cochrane Cir,1,87,3,7,7,-121.663872,37.1458730000001,Bus,POINT (-121.663872 37.1458730000001),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Peebles & Monterey,1,87,3,7,7,-121.670454,37.1513400000001,Bus,POINT (-121.670454 37.1513400000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Peebles & Calle Moniz,1,87,3,7,7,-121.660756,37.1574900000001,Bus,POINT (-121.660756 37.1574900000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Freeway Vista & Burnett,1,87,3,7,7,-121.665234,37.1610250000001,Bus,POINT (-121.665234 37.1610250000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Mobile Home Estates,1,87,3,7,7,-121.672055999,37.15578,Bus,POINT (-121.672055999 37.15578),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Cochrane & Butterfield,1,87,3,7,7,-121.661858,37.1468170000001,Bus,POINT (-121.661858 37.1468170000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Mission View & Cochrane,1,87,3,7,7,-121.645281,37.1544010000001,Bus,POINT (-121.645281 37.1544010000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Half & Mission View,1,87,3,7,6,-121.637986999,37.1511280010001,Bus,POINT (-121.637986999 37.1511280010001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Main & Elm,1,87,3,7,7,-121.631097,37.148849,Bus,POINT (-121.631097 37.148849),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Main & Laurel,1,87,3,7,7,-121.642737001,37.1396820000001,Bus,POINT (-121.642737001 37.1396820000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Tasman & Convention Center,2,"200, ACE Green",3,7,7,-121.975922,37.4035840000001,Bus,POINT (-121.975922 37.4035840000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Caribbean & Moffett Park,2,"ACE Red, Express 121",3,7,5,-122.000465,37.4124120000001,Bus,POINT (-122.000465 37.4124120000001),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Crossman & Baltic,2,"ACE Red, Express 121",3,7,5,-122.009552999,37.4132060000001,Bus,POINT (-122.009552999 37.4132060000001),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Cochrane & Evergreen Village,1,87,3,7,7,-121.65863,37.1489100000001,Bus,POINT (-121.65863 37.1489100000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Main & Butterfield,1,87,3,7,7,-121.651824,37.1325580000001,Bus,POINT (-121.651824 37.1325580000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Alkire & Peak,1,87,3,7,7,-121.661182,37.1243939990001,Bus,POINT (-121.661182 37.1243939990001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Cochrane & De Paul,1,87,3,7,7,-121.650113,37.1547419990001,Bus,POINT (-121.650113 37.1547419990001),Santa Clara,28,,,
Santa Clara Valley Transportation Authority,Elm & Half,1,87,3,7,7,-121.63571,37.1529560000001,Bus,POINT (-121.63571 37.1529560000001),Santa Clara,14,,,
Santa Clara Valley Transportation Authority,Walsh & Northwestern,1,ACE Yellow,3,8,7,-121.972644,37.370885,Bus,POINT (-121.972644 37.370885),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,1st & Montague,1,ACE Brown,3,8,8,-121.936971,37.3988180000001,Bus,POINT (-121.936971 37.3988180000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,River Oaks & 1st,1,ACE Brown,3,8,8,-121.938812,37.4022600000001,Bus,POINT (-121.938812 37.4022600000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,River Oaks & Zanker,1,ACE Brown,3,8,8,-121.935694,37.4039550000001,Bus,POINT (-121.935694 37.4039550000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,River Oaks & Research,1,ACE Brown,3,8,8,-121.92592,37.40349,Bus,POINT (-121.92592 37.40349),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Montague & River Oaks,1,ACE Brown,3,8,8,-121.924623,37.3978900000001,Bus,POINT (-121.924623 37.3978900000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Scott & Bowers,1,ACE Yellow,3,8,7,-121.977169,37.380459,Bus,POINT (-121.977169 37.380459),Santa Clara,82,,,
Santa Clara Valley Transportation Authority,Scott & Coronado,1,ACE Yellow,3,8,7,-121.974117,37.379985,Bus,POINT (-121.974117 37.379985),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Scott & Octavius,1,ACE Yellow,3,8,7,-121.970604001,37.3793670000001,Bus,POINT (-121.970604001 37.3793670000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Walsh & Scott,1,ACE Yellow,3,8,8,-121.960718001,37.369603,Bus,POINT (-121.960718001 37.369603),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Walsh & Martin,1,ACE Yellow,3,8,8,-121.963761,37.369577,Bus,POINT (-121.963761 37.369577),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Montague & Zanker,1,ACE Brown,3,8,8,-121.93296,37.3987710000001,Bus,POINT (-121.93296 37.3987710000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Lockheed Martin Transit Center,1,ACE Red,3,8,6,-122.027699,37.4106170000001,Bus,POINT (-122.027699 37.4106170000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Walsh & San Tomas,1,ACE Yellow,3,8,8,-121.966852,37.369602,Bus,POINT (-121.966852 37.369602),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Seely & River Oaks,1,ACE Brown,3,8,8,-121.921825,37.3988180000001,Bus,POINT (-121.921825 37.3988180000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Seely & Cadance,1,ACE Brown,3,8,8,-121.918929999,37.3966600000001,Bus,POINT (-121.918929999 37.3966600000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,America Center Terminal,1,ACE Green,3,8,8,-121.978863,37.417603,Bus,POINT (-121.978863 37.417603),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Walsh & Bowers,1,ACE Yellow,3,8,7,-121.97476,37.3734400000001,Bus,POINT (-121.97476 37.3734400000001),Santa Clara,16,,,
Santa Clara Valley Transportation Authority,Fremont & Cordilleras,1,55,3,9,5,-122.039076,37.3522590000001,Bus,POINT (-122.039076 37.3522590000001),Santa Clara,18,,,
Santa Clara Valley Transportation Authority,Hollenbeck & Fremont,1,55,3,9,5,-122.041402,37.35281,Bus,POINT (-122.041402 37.35281),Santa Clara,18,,,
Santa Clara Valley Transportation Authority,Hollenbeck & Torrington,1,55,3,9,4,-122.041443,37.3565070000001,Bus,POINT (-122.041443 37.3565070000001),Santa Clara,18,,,
Santa Clara Valley Transportation Authority,Fremont & Sydney,1,55,3,9,5,-122.035173001,37.352243,Bus,POINT (-122.035173001 37.352243),Santa Clara,18,,,
Santa Clara Valley Transportation Authority,Cochrane & Sutter,2,"87, Express 121",3,10,8,-121.657729,37.1497489990001,Bus,POINT (-121.657729 37.1497489990001),Santa Clara,40,,,
Santa Clara Valley Transportation Authority,Hansen & El Camino,3,"Express 101, Express 102, Express 103",3,10,5,-122.138916,37.4199100000001,Bus,POINT (-122.138916 37.4199100000001),Santa Clara,40,,,
Santa Clara Valley Transportation Authority,Hansen & Curve,3,"Express 101, Express 102, Express 103",3,10,5,-122.142898,37.4175090000001,Bus,POINT (-122.142898 37.4175090000001),Santa Clara,40,,,
Santa Clara Valley Transportation Authority,Hansen & Page Mill,3,"Express 101, Express 102, Express 103",3,10,5,-122.145162,37.4187000000001,Bus,POINT (-122.145162 37.4187000000001),Santa Clara,40,,,
Santa Clara Valley Transportation Authority,Ohlone-Chynoweth Station (Bay 1),1,Express 102,3,10,6,-121.860050001,37.257349,Bus,POINT (-121.860050001 37.257349),Santa Clara,20,,,
Santa Clara Valley Transportation Authority,10th & Alexander,1,84,3,11,11,-121.563526,37.000817,Bus,POINT (-121.563526 37.000817),Santa Clara,46,,,
Santa Clara Valley Transportation Authority,Kaiser Gilroy,1,84,3,11,10,-121.561039,37.0134410000001,Bus,POINT (-121.561039 37.0134410000001),Santa Clara,22,,,
Santa Clara Valley Transportation Authority,Arroyo Cir & Camino Arroyo,1,84,3,11,10,-121.562156,37.0214310000001,Bus,POINT (-121.562156 37.0214310000001),Santa Clara,46,,,
Santa Clara Valley Transportation Authority,Snell Station (Bay 5),2,"201, Express 102",3,11,7,-121.830742,37.2490330000001,Bus,POINT (-121.830742 37.2490330000001),Santa Clara,22,,,
Santa Clara Valley Transportation Authority,Valley Health Center,1,84,3,11,10,-121.558005,37.011468,Bus,POINT (-121.558005 37.011468),Santa Clara,22,,,
Santa Clara Valley Transportation Authority,Camino Arroyo & Renz,1,84,3,11,9,-121.552359,37.0066890000001,Bus,POINT (-121.552359 37.0066890000001),Santa Clara,46,,,
Santa Clara Valley Transportation Authority,Camino Arroyo & Lindsteadt,1,84,3,11,9,-121.554007,37.008343999,Bus,POINT (-121.554007 37.008343999),Santa Clara,46,,,
Santa Clara Valley Transportation Authority,Camino Arroyo & Gilman,1,84,3,11,10,-121.55557,37.010411,Bus,POINT (-121.55557 37.010411),Santa Clara,22,,,
Santa Clara Valley Transportation Authority,Leavesley & Murray,1,85,3,11,11,-121.569865,37.0213350000001,Bus,POINT (-121.569865 37.0213350000001),Santa Clara,46,,,
Santa Clara Valley Transportation Authority,Alves & Park Circle,1,51,3,12,12,-122.03496,37.325072,Bus,POINT (-122.03496 37.325072),Santa Clara,24,,,
Santa Clara Valley Transportation Authority,Capitol & US-101,1,42,3,12,12,-121.813091,37.30526,Bus,POINT (-121.813091 37.30526),Santa Clara,24,,,
Santa Clara Valley Transportation Authority,Yerba Buena & Nieman,1,42,3,12,11,-121.785582,37.295823,Bus,POINT (-121.785582 37.295823),Santa Clara,24,,,
